"","Mound_ID","Shell_ID","Cage_ID","Cage_type","Mound_Num","Site","Sample_dat","Num_spat","Length_1","Length_2","Length_3","Length_4","Length_5","Total_m","meas30","meas25","meas20","percentless30","Num_spat_30","percentless25","Num_spat_25","percentless20","Num_spat_20","Mound_Treat","Deployment","treatbi","treattri","Sample_dat_num","salc","saln","curc","curn","logNum_spat","Obs"
"2084","CrabHole197",115835,"11583","Control",197,"Crab Hole","Fall_2010",5,36,25.9,16.5,27.5,12,5,4,2,2,0.8,4,0.4,2,0.4,2,"Shell","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,1.79175946922805,1383
"2085","CrabHole197",134548,"13454","Open",197,"Crab Hole","Summer_2010",6,19.2,11.7,10.6,11.8,15.3,5,5,5,5,1,6,1,6,1,6,"Shell","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.94591014905531,1384
"2086","CrabHole197",126516,"12651","Roof",197,"Crab Hole","Summer_2010",3,18.9,17,17,NA,NA,3,3,3,3,1,3,1,3,1,3,"Shell","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.38629436111989,1385
"2088","CrabHole197",121773,"12177","Large Mesh",197,"Crab Hole","Summer_2010",12,18.9,21.2,13.7,13.6,21.4,5,5,5,3,1,12,1,12,0.6,7.2,"Shell","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.56494935746154,1386
"2090","CrabHole197",115834,"11583","Control",197,"Crab Hole","Spring_2011",5,33.1,46,48.3,42.7,31.3,5,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,1.79175946922805,1387
"2091","CrabHole197",126517,"12651","Roof",197,"Crab Hole","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Shell","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,0,1388
"2093","CrabHole197",142628,"14262","Small Mesh",197,"Crab Hole","Fall_2010",16,36.1,37.3,13.4,41.6,36.5,5,1,1,1,0.2,3.2,0.2,3,0.2,3.2,"Shell","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,2.83321334405622,1389
"2095","CrabHole197",142621,"14262","Open",197,"Crab Hole","Spring_2011",9,59,40.8,49.5,42.4,37.6,5,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,2.30258509299405,1390
"2097","CrabHole197",126519,"12651","Roof",197,"Crab Hole","Summer_2010",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Shell","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,0,1391
"2099","CrabHole197",121772,"12177","Large Mesh",197,"Crab Hole","Summer_2010",19,18.6,18.2,21.2,16.7,10.9,5,5,5,4,1,19,1,19,0.8,15.2,"Shell","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.99573227355399,1392
"2100","CrabHole197",115838,"11583","Control",197,"Crab Hole","Fall_2010",5,31.8,20.9,26.8,22.4,21.2,5,4,3,0,0.8,4,0.6,3,0,0,"Shell","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,1.79175946922805,1393
"2101","CrabHole197",126514,"12651","Roof",197,"Crab Hole","Fall_2011",6,52.2,52.7,18.6,26.1,15.7,5,3,2,2,0.6,3.6,0.4,2,0.4,2.4,"Shell","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,1.94591014905531,1394
"2102","CrabHole197",134545,"13454","Open",197,"Crab Hole","Summer_2010",10,18.4,13.2,18.2,14.3,16.6,5,5,5,5,1,10,1,10,1,10,"Shell","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.39789527279837,1395
"2103","CrabHole197",126514,"12651","Roof",197,"Crab Hole","Summer_2010",12,29.8,15.4,19.1,16.6,16.4,5,5,4,4,1,12,0.8,10,0.8,9.6,"Shell","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.56494935746154,1396
"2104","CrabHole197",126512,"12651","Roof",197,"Crab Hole","Fall_2011",9,52.9,17.2,48.2,47.6,60.2,5,1,1,1,0.2,1.8,0.2,2,0.2,1.8,"Shell","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,2.30258509299405,1397
"2105","CrabHole197",142621,"14262","Small Mesh",197,"Crab Hole","Summer_2010",10,20,22.2,18.1,14.3,8.2,5,5,5,4,1,10,1,10,0.8,8,"Shell","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.39789527279837,1398
"2106","CrabHole197",142622,"14262","Open",197,"Crab Hole","Spring_2011",4,45.6,46.2,42.1,33,NA,4,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,1.6094379124341,1399
"2107","CrabHole197",134544,"13454","Small Mesh",197,"Crab Hole","Spring_2011",1,34.9,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,0.693147180559945,1400
"2108","CrabHole197",121778,"12177","Large Mesh",197,"Crab Hole","Fall_2011",1,7.8,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Shell","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,0.693147180559945,1401
"2110","CrabHole197",142626,"14262","Open",197,"Crab Hole","Spring_2011",8,35.7,48.7,20.7,39,39.2,5,1,1,0,0.2,1.6,0.2,2,0,0,"Shell","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,2.19722457733622,1402
"2111","CrabHole197",126518,"12651","Roof",197,"Crab Hole","Spring_2011",15,55.6,27.7,45.2,43.5,57.7,5,1,0,0,0.2,3,0,0,0,0,"Shell","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,2.77258872223978,1403
"2112","CrabHole197",126518,"12651","Roof",197,"Crab Hole","Fall_2011",13,72.2,57.6,6.5,66.2,26.9,5,2,1,1,0.4,5.2,0.2,3,0.2,2.6,"Shell","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,2.63905732961526,1404
"2113","CrabHole197",126519,"12651","Roof",197,"Crab Hole","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Shell","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,0,1405
"2115","CrabHole197",121772,"12177","Large Mesh",197,"Crab Hole","Fall_2011",12,56.4,25.1,35.7,20.7,39.7,5,2,1,0,0.4,4.8,0.2,2,0,0,"Shell","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,2.56494935746154,1406
"2116","CrabHole197",115833,"11583","Control",197,"Crab Hole","Spring_2011",10,51,33.8,41.9,46.1,52.6,5,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,2.39789527279837,1407
"2117","CrabHole197",121771,"12177","Large Mesh",197,"Crab Hole","Fall_2011",1,28.1,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,"Shell","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,0.693147180559945,1408
"2118","CrabHole197",134547,"13454","Small Mesh",197,"Crab Hole","Spring_2011",1,36.3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,0.693147180559945,1409
"2119","CrabHole197",126512,"12651","Roof",197,"Crab Hole","Summer_2010",13,19.3,23,21.7,24.4,14.9,5,5,5,2,1,13,1,13,0.4,5.2,"Shell","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.63905732961526,1410
"2120","CrabHole197",126519,"12651","Roof",197,"Crab Hole","Spring_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Shell","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,0,1411
"2121","CrabHole197",126517,"12651","Roof",197,"Crab Hole","Summer_2010",6,25,14.2,14.1,13.9,10.8,5,5,5,4,1,6,1,6,0.8,4.8,"Shell","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.94591014905531,1412
"2123","CrabHole197",134545,"13454","Small Mesh",197,"Crab Hole","Spring_2011",5,61.6,24.7,29.4,49.4,37.9,5,2,1,0,0.4,2,0.2,1,0,0,"Shell","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,1.79175946922805,1413
"2133","CrabHole216",12911,"1291","Large Mesh",216,"Crab Hole","Fall_2010",4,23.4,25.9,32.7,34.7,NA,4,2,1,0,0.5,2,0.25,1,0,0,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,1.6094379124341,1414
"2134","CrabHole216",124844,"12484","Open",216,"Crab Hole","Summer_2010",1,7.4,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,0.693147180559945,1415
"2135","CrabHole216",124845,"12484","Open",216,"Crab Hole","Summer_2010",1,9.3,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,0.693147180559945,1416
"2136","CrabHole216",124846,"12484","Open",216,"Crab Hole","Summer_2010",2,13.4,14,NA,NA,NA,2,2,2,2,1,2,1,2,1,2,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.09861228866811,1417
"2137","CrabHole216",124848,"12484","Open",216,"Crab Hole","Summer_2010",1,26.9,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,0.693147180559945,1418
"2138","CrabHole216",124849,"12484","Open",216,"Crab Hole","Summer_2010",4,21.3,11.2,11.6,9.7,NA,4,4,4,3,1,4,1,4,0.75,3,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.6094379124341,1419
"2139","CrabHole216",140131,"14013","Control",216,"Crab Hole","Summer_2010",11,16.6,13.6,20.9,20.4,17.5,5,5,5,3,1,11,1,11,0.6,6.6,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.484906649788,1420
"2140","CrabHole216",140132,"14013","Control",216,"Crab Hole","Summer_2010",5,13.3,12.3,10.8,10.1,6.4,5,5,5,5,1,5,1,5,1,5,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.79175946922805,1421
"2141","CrabHole216",140134,"14013","Control",216,"Crab Hole","Summer_2010",1,17.3,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,0.693147180559945,1422
"2142","CrabHole216",140135,"14013","Control",216,"Crab Hole","Summer_2010",8,23.7,20.4,15.2,17.1,12.1,5,5,5,3,1,8,1,8,0.6,4.8,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.19722457733622,1423
"2143","CrabHole216",140138,"14013","Control",216,"Crab Hole","Summer_2010",10,15.3,20.8,12.7,11.4,11.2,5,5,5,4,1,10,1,10,0.8,8,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.39789527279837,1424
"2144","CrabHole216",131496,"13149","Roof",216,"Crab Hole","Fall_2011",3,30.5,41.6,26.2,NA,NA,3,1,0,0,0.333333333333333,1,0,0,0,0,"Blank","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,1.38629436111989,1425
"2145","CrabHole216",131493,"13149","Roof",216,"Crab Hole","Summer_2010",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,0,1426
"2146","CrabHole216",131499,"13149","Roof",216,"Crab Hole","Summer_2010",10,19.5,17.3,24.3,26.9,22.1,5,5,4,2,1,10,0.8,8,0.4,4,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.39789527279837,1427
"2147","CrabHole216",12915,"1291","Large Mesh",216,"Crab Hole","Fall_2010",14,37.7,33.7,35.1,34.5,28.6,5,1,0,0,0.2,2.8,0,0,0,0,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,2.70805020110221,1428
"2148","CrabHole216",140133,"14013","Control",216,"Crab Hole","Fall_2011",11,45.2,46.1,41.6,48.1,22.4,5,1,1,0,0.2,2.2,0.2,2,0,0,"Blank","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,2.484906649788,1429
"2149","CrabHole216",140134,"14013","Control",216,"Crab Hole","Fall_2011",5,11.9,16.9,6.7,32.4,32.9,5,3,3,3,0.6,3,0.6,3,0.6,3,"Blank","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,1.79175946922805,1430
"2150","CrabHole216",140137,"14013","Control",216,"Crab Hole","Fall_2011",3,35.2,46,42.6,NA,NA,3,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,1.38629436111989,1431
"2151","CrabHole216",140138,"14013","Control",216,"Crab Hole","Fall_2011",1,9.2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,0.693147180559945,1432
"2152","CrabHole216",140139,"14013","Control",216,"Crab Hole","Fall_2011",3,31.5,56.5,10.1,NA,NA,3,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,"Blank","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,1.38629436111989,1433
"2153","CrabHole216",131491,"13149","Roof",216,"Crab Hole","Fall_2011",4,30.3,52.6,25.3,10.7,NA,4,2,1,1,0.5,2,0.25,1,0.25,1,"Blank","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,1.6094379124341,1434
"2154","CrabHole216",131492,"13149","Roof",216,"Crab Hole","Fall_2011",1,4.9,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,0.693147180559945,1435
"2155","CrabHole216",131493,"13149","Roof",216,"Crab Hole","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,0,1436
"2156","CrabHole216",131495,"13149","Roof",216,"Crab Hole","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",4,"Low",14.68,"Medium",6.35,0,1437
"2157","CrabHole216",12917,"1291","Large Mesh",216,"Crab Hole","Summer_2010",5,10.5,16.9,12,26.6,20.9,5,5,4,3,1,5,0.8,4,0.6,3,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.79175946922805,1438
"2158","CrabHole216",131497,"13149","Roof",216,"Crab Hole","Summer_2010",6,11.5,9,16.9,14.2,13.2,5,5,5,5,1,6,1,6,1,6,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.94591014905531,1439
"2159","CrabHole216",131498,"13149","Roof",216,"Crab Hole","Spring_2011",6,35.3,40.4,27.1,42.3,48.9,5,1,0,0,0.2,1.2,0,0,0,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,1.94591014905531,1440
"2170","CrabHole216",131494,"13149","Roof",216,"Crab Hole","Summer_2010",5,25.3,21.3,11.7,9.9,15.6,5,5,4,3,1,5,0.8,4,0.6,3,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.79175946922805,1441
"2172","CrabHole216",131495,"13149","Roof",216,"Crab Hole","Spring_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,0,1442
"2173","CrabHole216",140131,"14013","Control",216,"Crab Hole","Spring_2011",1,26.9,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,0.693147180559945,1443
"2183","CrabHole216",12915,"1291","Large Mesh",216,"Crab Hole","Summer_2010",10,17.5,21.4,23.5,8.4,19.9,5,5,5,3,1,10,1,10,0.6,6,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.39789527279837,1444
"2184","CrabHole216",131494,"13149","Roof",216,"Crab Hole","Spring_2011",2,40.5,51.1,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,1.09861228866811,1445
"2185","CrabHole216",12919,"1291","Large Mesh",216,"Crab Hole","Summer_2010",5,13.8,11.6,19.8,19.4,16.2,5,5,5,5,1,5,1,5,1,5,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.79175946922805,1446
"2186","CrabHole216",131493,"13149","Roof",216,"Crab Hole","Spring_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,0,1447
"2187","CrabHole216",140132,"14013","Control",216,"Crab Hole","Spring_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,0,1448
"2196","CrabHole216",131494,"13149","Roof",216,"Crab Hole","Fall_2010",6,36.8,34.7,36.4,NA,NA,3,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,1.94591014905531,1449
"2198","CrabHole216",131497,"13149","Roof",216,"Crab Hole","Fall_2010",4,33.4,36.1,36.5,36.4,NA,4,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,1.6094379124341,1450
"2199","CrabHole216",132869,"13286","Small Mesh",216,"Crab Hole","Summer_2010",10,14.3,15.3,20.9,14.6,11.9,5,5,5,4,1,10,1,10,0.8,8,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.39789527279837,1451
"2200","CrabHole216",12917,"1291","Large Mesh",216,"Crab Hole","Fall_2010",4,34.1,12.1,26.2,33.5,NA,4,2,1,1,0.5,2,0.25,1,0.25,1,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,1.6094379124341,1452
"2201","CrabHole216",12919,"1291","Large Mesh",216,"Crab Hole","Fall_2010",10,25.5,27.8,22.4,26.6,21.7,5,5,2,0,1,10,0.4,4,0,0,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,2.39789527279837,1453
"2202","CrabHole216",140136,"14013","Control",216,"Crab Hole","Spring_2011",6,63.3,58.1,72.1,58.3,57.4,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,1.94591014905531,1454
"2203","CrabHole216",12916,"1291","Large Mesh",216,"Crab Hole","Fall_2010",1,18,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,0.693147180559945,1455
"2204","CrabHole216",131499,"13149","Roof",216,"Crab Hole","Fall_2010",11,30.8,46.2,26.4,43.6,38.4,5,1,0,0,0.2,2.2,0,0,0,0,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,2.484906649788,1456
"2206","CrabHole216",131491,"13149","Roof",216,"Crab Hole","Fall_2010",5,25.2,31.8,37.8,11.4,15.1,5,3,2,2,0.6,3,0.4,2,0.4,2,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,1.79175946922805,1457
"2207","CrabHole216",131493,"13149","Roof",216,"Crab Hole","Fall_2010",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,0,1458
"2208","CrabHole216",140139,"14013","Control",216,"Crab Hole","Spring_2011",4,56.6,44.9,47,51.5,NA,4,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,1.6094379124341,1459
"2209","CrabHole216",140137,"14013","Control",216,"Crab Hole","Spring_2011",6,62.3,42.2,50.1,39,37.5,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,1.94591014905531,1460
"2210","CrabHole216",12912,"1291","Large Mesh",216,"Crab Hole","Spring_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,0,1461
"2211","CrabHole216",12916,"1291","Large Mesh",216,"Crab Hole","Summer_2010",1,11.5,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,0.693147180559945,1462
"2216","CrabHole216",132868,"13286","Small Mesh",216,"Crab Hole","Summer_2010",10,18.1,20.8,18.6,15.8,18.1,5,5,5,4,1,10,1,10,0.8,8,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.39789527279837,1463
"2217","CrabHole216",12914,"1291","Large Mesh",216,"Crab Hole","Spring_2011",4,15.8,36.1,43.2,40.5,NA,4,1,1,1,0.25,1,0.25,1,0.25,1,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,1.6094379124341,1464
"2218","CrabHole216",12918,"1291","Large Mesh",216,"Crab Hole","Spring_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,0,1465
"2219","CrabHole216",12911,"1291","Large Mesh",216,"Crab Hole","Summer_2010",3,14.6,12.6,12,NA,NA,3,3,3,3,1,3,1,3,1,3,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.38629436111989,1466
"2220","CrabHole216",12913,"1291","Large Mesh",216,"Crab Hole","Spring_2011",11,62.2,64.8,56.9,38.1,39,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,2.484906649788,1467
"2221","CrabHole216",140132,"14013","Control",216,"Crab Hole","Fall_2010",3,26.9,25.7,15.6,NA,NA,3,3,1,1,1,3,0.333333333333333,1,0.333333333333333,1,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,1.38629436111989,1468
"2223","CrabHole216",12911,"1291","Large Mesh",216,"Crab Hole","Spring_2011",2,47.9,40.6,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,1.09861228866811,1469
"2224","CrabHole216",132867,"13286","Small Mesh",216,"Crab Hole","Summer_2010",21,22,18.8,16,37.3,19.9,5,4,4,3,0.8,16.8,0.8,17,0.6,12.6,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,3.09104245335832,1470
"2225","CrabHole216",12917,"1291","Large Mesh",216,"Crab Hole","Spring_2011",1,47.6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Low",14.68,"Medium",6.35,0.693147180559945,1471
"2226","CrabHole216",140138,"14013","Control",216,"Crab Hole","Fall_2010",9,25.6,24.7,31.6,43.1,40.3,5,2,1,0,0.4,3.6,0.2,2,0,0,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,2.30258509299405,1472
"2228","CrabHole216",140133,"14013","Control",216,"Crab Hole","Fall_2010",9,13.9,33.9,32.6,19.9,33.2,5,2,2,2,0.4,3.6,0.4,4,0.4,3.6,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,2.30258509299405,1473
"2229","CrabHole216",140135,"14013","Control",216,"Crab Hole","Fall_2010",5,33.2,22,37.6,27.6,29.6,5,3,1,0,0.6,3,0.2,1,0,0,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,1.79175946922805,1474
"2230","CrabHole216",132862,"13286","Small Mesh",216,"Crab Hole","Summer_2010",4,14.8,13,24.2,15.1,NA,4,4,4,3,1,4,1,4,0.75,3,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,1.6094379124341,1475
"2231","CrabHole216",140131,"14013","Control",216,"Crab Hole","Fall_2010",2,24.3,13.2,NA,NA,NA,2,2,2,1,1,2,1,2,0.5,1,"Blank","Early","New","Early dep",2,"Low",14.68,"Medium",6.35,1.09861228866811,1476
"2232","CrabHole216",132864,"13286","Small Mesh",216,"Crab Hole","Summer_2010",14,13.8,19.3,22.3,26.6,20.9,5,5,4,2,1,14,0.8,11,0.4,5.6,"Blank","Early","New","Early dep",1.5,"Low",14.68,"Medium",6.35,2.70805020110221,1477
"2235","CrabHole217",793371,"79337","Control",217,"Crab Hole","Fall_2010",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",2,"Low",14.68,"Medium",6.35,0,1478
"2236","CrabHole217",964769,"96476","Open",217,"Crab Hole","Fall_2010",1,8.8,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Late Small","Late","New","Late dep",2,"Low",14.68,"Medium",6.35,0.693147180559945,1479
"2242","CrabHole217",960281,"96028","Roof",217,"Crab Hole","Spring_2011",1,25.8,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,"Late Small","Late","New","Late dep",3,"Low",14.68,"Medium",6.35,0.693147180559945,1480
"2243","CrabHole217",960288,"96028","Roof",217,"Crab Hole","Spring_2011",5,37.1,25.6,40.3,21,33,5,2,1,0,0.4,2,0.2,1,0,0,"Late Small","Late","New","Late dep",3,"Low",14.68,"Medium",6.35,1.79175946922805,1481
"2244","CrabHole217",960283,"96028","Roof",217,"Crab Hole","Spring_2011",1,23.9,NA,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,"Late Small","Late","New","Late dep",3,"Low",14.68,"Medium",6.35,0.693147180559945,1482
"2245","CrabHole217",950281,"95028","Roof",217,"Crab Hole","Fall_2010",4,15.7,9.6,10.8,15.1,NA,4,4,4,4,1,4,1,4,1,4,"Late Small","Late","New","Late dep",2,"Low",14.68,"Medium",6.35,1.6094379124341,1483
"2247","CrabHole217",960284,"96028","Roof",217,"Crab Hole","Spring_2011",3,25.4,34.6,31.1,NA,NA,3,1,0,0,0.333333333333333,1,0,0,0,0,"Late Small","Late","New","Late dep",3,"Low",14.68,"Medium",6.35,1.38629436111989,1484
"2253","CrabHole217",NA,"96476","Open",217,"Crab Hole","Fall_2011",6,27.5,29.8,23.1,48,18.6,5,4,2,1,0.8,4.8,0.4,2,0.2,1.2,"Late Small","Late","New","Late dep",4,"Low",14.68,"Medium",6.35,1.94591014905531,1485
"2254","CrabHole217",123631,"12363","Small Mesh",217,"Crab Hole","Fall_2010",24,12.4,9.9,9.6,12,15.3,5,5,5,5,1,24,1,24,1,24,"Late Small","Late","New","Late dep",2,"Low",14.68,"Medium",6.35,3.2188758248682,1486
"2255","CrabHole217",123635,"12363","Small Mesh",217,"Crab Hole","Fall_2010",5,9.4,10.5,9.9,6.9,11.9,5,5,5,5,1,5,1,5,1,5,"Late Small","Late","New","Late dep",2,"Low",14.68,"Medium",6.35,1.79175946922805,1487
"2257","CrabHole217",960286,"96028","Roof",217,"Crab Hole","Spring_2011",1,24.3,NA,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,"Late Small","Late","New","Late dep",3,"Low",14.68,"Medium",6.35,0.693147180559945,1488
"2265","CrabHole217",955187,"95518","Large Mesh",217,"Crab Hole","Fall_2010",1,8.2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Late Small","Late","New","Late dep",2,"Low",14.68,"Medium",6.35,0.693147180559945,1489
"2266","CrabHole217",950284,"95028","Roof",217,"Crab Hole","Fall_2010",4,9.5,12,20.8,9.8,NA,4,4,4,3,1,4,1,4,0.75,3,"Late Small","Late","New","Late dep",2,"Low",14.68,"Medium",6.35,1.6094379124341,1490
